   Time        Lum_e      <E>_e    <Erms>_e    Lum_eb     <E>_eb    <Erms>_eb   Lum_x       <E>_x    <Erms>_x
   (sec)     (foes/s)     (MeV)      (MeV)    (foes/s)     (MeV)      (MeV)    (foes/s)     (MeV)      (MeV)

  8.040E-01  5.752E+01  1.733E+01  1.957E+01  5.705E+01  1.887E+01  2.113E+01  1.340E+01  2.031E+01  2.387E+01
  8.050E-01  5.768E+01  1.735E+01  1.959E+01  5.723E+01  1.888E+01  2.115E+01  1.341E+01  2.033E+01  2.390E+01
  8.060E-01  5.774E+01  1.735E+01  1.960E+01  5.728E+01  1.888E+01  2.116E+01  1.341E+01  2.032E+01  2.391E+01
  8.070E-01  5.763E+01  1.734E+01  1.960E+01  5.716E+01  1.888E+01  2.115E+01  1.339E+01  2.031E+01  2.390E+01
  8.080E-01  5.769E+01  1.734E+01  1.960E+01  5.720E+01  1.887E+01  2.115E+01  1.341E+01  2.030E+01  2.390E+01
  8.090E-01  5.781E+01  1.735E+01  1.960E+01  5.732E+01  1.888E+01  2.116E+01  1.343E+01  2.031E+01  2.391E+01
  8.100E-01  5.792E+01  1.736E+01  1.962E+01  5.744E+01  1.889E+01  2.117E+01  1.344E+01  2.032E+01  2.393E+01
  8.110E-01  5.804E+01  1.737E+01  1.963E+01  5.755E+01  1.890E+01  2.118E+01  1.345E+01  2.032E+01  2.394E+01
  8.120E-01  5.814E+01  1.737E+01  1.964E+01  5.764E+01  1.890E+01  2.119E+01  1.347E+01  2.032E+01  2.395E+01
  8.130E-01  5.821E+01  1.738E+01  1.965E+01  5.770E+01  1.891E+01  2.120E+01  1.347E+01  2.032E+01  2.396E+01
  8.140E-01  5.834E+01  1.739E+01  1.966E+01  5.783E+01  1.892E+01  2.121E+01  1.350E+01  2.033E+01  2.397E+01
  8.150E-01  5.841E+01  1.739E+01  1.966E+01  5.788E+01  1.892E+01  2.120E+01  1.351E+01  2.034E+01  2.398E+01
  8.160E-01  5.825E+01  1.738E+01  1.965E+01  5.771E+01  1.891E+01  2.120E+01  1.350E+01  2.034E+01  2.398E+01
  8.170E-01  5.803E+01  1.738E+01  1.965E+01  5.748E+01  1.891E+01  2.119E+01  1.346E+01  2.035E+01  2.398E+01
  8.180E-01  5.791E+01  1.738E+01  1.964E+01  5.736E+01  1.890E+01  2.119E+01  1.345E+01  2.035E+01  2.398E+01
  8.190E-01  5.784E+01  1.738E+01  1.964E+01  5.729E+01  1.891E+01  2.119E+01  1.345E+01  2.036E+01  2.399E+01
  8.200E-01  5.793E+01  1.740E+01  1.966E+01  5.738E+01  1.892E+01  2.121E+01  1.346E+01  2.038E+01  2.401E+01
  8.210E-01  5.819E+01  1.741E+01  1.968E+01  5.766E+01  1.894E+01  2.123E+01  1.349E+01  2.039E+01  2.402E+01
  8.220E-01  5.827E+01  1.742E+01  1.969E+01  5.775E+01  1.894E+01  2.123E+01  1.348E+01  2.038E+01  2.403E+01
  8.230E-01  5.830E+01  1.741E+01  1.969E+01  5.776E+01  1.894E+01  2.123E+01  1.347E+01  2.037E+01  2.402E+01
  8.240E-01  5.831E+01  1.742E+01  1.969E+01  5.776E+01  1.894E+01  2.124E+01  1.347E+01  2.037E+01  2.402E+01
  8.250E-01  5.831E+01  1.743E+01  1.970E+01  5.775E+01  1.895E+01  2.125E+01  1.345E+01  2.038E+01  2.404E+01
  8.260E-01  5.833E+01  1.743E+01  1.971E+01  5.776E+01  1.895E+01  2.125E+01  1.345E+01  2.039E+01  2.405E+01
  8.270E-01  5.834E+01  1.743E+01  1.970E+01  5.776E+01  1.895E+01  2.125E+01  1.345E+01  2.040E+01  2.406E+01
  8.280E-01  5.829E+01  1.744E+01  1.970E+01  5.769E+01  1.896E+01  2.125E+01  1.344E+01  2.043E+01  2.408E+01
  8.290E-01  5.827E+01  1.745E+01  1.971E+01  5.768E+01  1.897E+01  2.126E+01  1.343E+01  2.046E+01  2.411E+01
  8.300E-01  5.845E+01  1.746E+01  1.972E+01  5.786E+01  1.898E+01  2.127E+01  1.346E+01  2.048E+01  2.413E+01
  8.310E-01  5.857E+01  1.746E+01  1.973E+01  5.798E+01  1.898E+01  2.127E+01  1.348E+01  2.049E+01  2.415E+01
  8.320E-01  5.867E+01  1.746E+01  1.973E+01  5.808E+01  1.898E+01  2.127E+01  1.350E+01  2.049E+01  2.416E+01
  8.330E-01  5.859E+01  1.746E+01  1.973E+01  5.799E+01  1.898E+01  2.127E+01  1.348E+01  2.051E+01  2.418E+01
  8.340E-01  5.851E+01  1.746E+01  1.973E+01  5.791E+01  1.898E+01  2.127E+01  1.347E+01  2.053E+01  2.420E+01
  8.350E-01  5.852E+01  1.747E+01  1.973E+01  5.793E+01  1.899E+01  2.127E+01  1.347E+01  2.054E+01  2.422E+01
  8.360E-01  5.855E+01  1.747E+01  1.974E+01  5.796E+01  1.899E+01  2.128E+01  1.348E+01  2.055E+01  2.424E+01
  8.370E-01  5.865E+01  1.748E+01  1.975E+01  5.808E+01  1.900E+01  2.129E+01  1.350E+01  2.057E+01  2.427E+01
  8.380E-01  5.899E+01  1.750E+01  1.977E+01  5.843E+01  1.901E+01  2.131E+01  1.355E+01  2.060E+01  2.431E+01
  8.390E-01  5.933E+01  1.751E+01  1.978E+01  5.876E+01  1.903E+01  2.132E+01  1.362E+01  2.063E+01  2.435E+01
  8.400E-01  5.967E+01  1.753E+01  1.980E+01  5.910E+01  1.904E+01  2.134E+01  1.371E+01  2.068E+01  2.443E+01
  8.410E-01  5.985E+01  1.754E+01  1.980E+01  5.926E+01  1.905E+01  2.134E+01  1.380E+01  2.074E+01  2.452E+01
  8.420E-01  5.978E+01  1.754E+01  1.980E+01  5.918E+01  1.906E+01  2.135E+01  1.385E+01  2.082E+01  2.463E+01
  8.430E-01  5.973E+01  1.756E+01  1.981E+01  5.912E+01  1.909E+01  2.136E+01  1.390E+01  2.091E+01  2.475E+01
  8.440E-01  5.988E+01  1.758E+01  1.983E+01  5.930E+01  1.911E+01  2.138E+01  1.399E+01  2.102E+01  2.489E+01
  8.450E-01  5.998E+01  1.759E+01  1.983E+01  5.941E+01  1.912E+01  2.138E+01  1.406E+01  2.110E+01  2.500E+01
  8.460E-01  6.002E+01  1.759E+01  1.982E+01  5.944E+01  1.913E+01  2.138E+01  1.411E+01  2.117E+01  2.507E+01
  8.470E-01  5.996E+01  1.761E+01  1.983E+01  5.938E+01  1.915E+01  2.139E+01  1.414E+01  2.123E+01  2.515E+01
  8.480E-01  5.996E+01  1.762E+01  1.984E+01  5.939E+01  1.917E+01  2.141E+01  1.417E+01  2.130E+01  2.522E+01
  8.490E-01  6.008E+01  1.764E+01  1.986E+01  5.953E+01  1.919E+01  2.143E+01  1.423E+01  2.135E+01  2.530E+01
  8.500E-01  6.018E+01  1.767E+01  1.988E+01  5.964E+01  1.921E+01  2.145E+01  1.428E+01  2.142E+01  2.541E+01
  8.510E-01  6.010E+01  1.768E+01  1.990E+01  5.956E+01  1.923E+01  2.146E+01  1.431E+01  2.150E+01  2.552E+01
  8.520E-01  6.002E+01  1.770E+01  1.990E+01  5.949E+01  1.925E+01  2.148E+01  1.436E+01  2.159E+01  2.565E+01
  8.530E-01  5.983E+01  1.771E+01  1.991E+01  5.932E+01  1.927E+01  2.149E+01  1.438E+01  2.170E+01  2.580E+01
  8.540E-01  5.983E+01  1.773E+01  1.992E+01  5.936E+01  1.930E+01  2.151E+01  1.445E+01  2.182E+01  2.597E+01
  8.550E-01  5.989E+01  1.775E+01  1.993E+01  5.945E+01  1.932E+01  2.152E+01  1.453E+01  2.192E+01  2.612E+01
  8.560E-01  5.992E+01  1.776E+01  1.993E+01  5.952E+01  1.934E+01  2.152E+01  1.460E+01  2.202E+01  2.625E+01
  8.570E-01  6.002E+01  1.778E+01  1.994E+01  5.964E+01  1.936E+01  2.154E+01  1.467E+01  2.213E+01  2.637E+01
  8.580E-01  6.014E+01  1.780E+01  1.995E+01  5.978E+01  1.938E+01  2.154E+01  1.474E+01  2.222E+01  2.648E+01
  8.590E-01  6.007E+01  1.781E+01  1.995E+01  5.971E+01  1.939E+01  2.155E+01  1.477E+01  2.229E+01  2.658E+01
  8.600E-01  5.997E+01  1.782E+01  1.996E+01  5.962E+01  1.940E+01  2.156E+01  1.480E+01  2.238E+01  2.669E+01
  8.610E-01  5.980E+01  1.782E+01  1.996E+01  5.947E+01  1.941E+01  2.156E+01  1.480E+01  2.244E+01  2.677E+01
  8.620E-01  5.975E+01  1.783E+01  1.996E+01  5.945E+01  1.942E+01  2.156E+01  1.480E+01  2.249E+01  2.683E+01
  8.630E-01  5.978E+01  1.784E+01  1.997E+01  5.950E+01  1.943E+01  2.157E+01  1.480E+01  2.254E+01  2.689E+01
  8.640E-01  5.989E+01  1.784E+01  1.996E+01  5.963E+01  1.943E+01  2.156E+01  1.483E+01  2.257E+01  2.693E+01
  8.650E-01  5.976E+01  1.784E+01  1.996E+01  5.950E+01  1.942E+01  2.155E+01  1.480E+01  2.258E+01  2.694E+01
  8.660E-01  5.979E+01  1.784E+01  1.996E+01  5.955E+01  1.943E+01  2.156E+01  1.482E+01  2.260E+01  2.695E+01
  8.670E-01  5.998E+01  1.785E+01  1.997E+01  5.977E+01  1.944E+01  2.157E+01  1.487E+01  2.263E+01  2.698E+01
  8.680E-01  6.021E+01  1.785E+01  1.997E+01  6.002E+01  1.944E+01  2.157E+01  1.494E+01  2.265E+01  2.701E+01
  8.690E-01  6.030E+01  1.785E+01  1.997E+01  6.009E+01  1.943E+01  2.156E+01  1.497E+01  2.267E+01  2.703E+01
  8.700E-01  6.031E+01  1.785E+01  1.996E+01  6.009E+01  1.943E+01  2.156E+01  1.497E+01  2.268E+01  2.704E+01
  8.710E-01  6.041E+01  1.785E+01  1.997E+01  6.019E+01  1.943E+01  2.156E+01  1.498E+01  2.269E+01  2.703E+01
  8.720E-01  6.057E+01  1.786E+01  1.998E+01  6.035E+01  1.943E+01  2.156E+01  1.500E+01  2.269E+01  2.703E+01
  8.730E-01  6.068E+01  1.786E+01  1.998E+01  6.046E+01  1.944E+01  2.157E+01  1.501E+01  2.268E+01  2.701E+01
  8.740E-01  6.082E+01  1.787E+01  1.999E+01  6.058E+01  1.944E+01  2.157E+01  1.501E+01  2.266E+01  2.696E+01
  8.750E-01  6.099E+01  1.787E+01  2.000E+01  6.073E+01  1.943E+01  2.158E+01  1.501E+01  2.261E+01  2.689E+01
  8.760E-01  6.111E+01  1.787E+01  2.001E+01  6.081E+01  1.943E+01  2.158E+01  1.501E+01  2.257E+01  2.682E+01
  8.770E-01  6.110E+01  1.788E+01  2.002E+01  6.077E+01  1.943E+01  2.159E+01  1.498E+01  2.253E+01  2.678E+01
  8.780E-01  6.105E+01  1.788E+01  2.003E+01  6.070E+01  1.944E+01  2.160E+01  1.496E+01  2.252E+01  2.677E+01
  8.790E-01  6.090E+01  1.789E+01  2.005E+01  6.055E+01  1.945E+01  2.162E+01  1.493E+01  2.253E+01  2.679E+01
  8.800E-01  6.069E+01  1.790E+01  2.005E+01  6.035E+01  1.946E+01  2.162E+01  1.489E+01  2.254E+01  2.681E+01
  8.810E-01  6.046E+01  1.790E+01  2.005E+01  6.012E+01  1.946E+01  2.163E+01  1.484E+01  2.255E+01  2.682E+01
  8.820E-01  6.031E+01  1.791E+01  2.006E+01  5.998E+01  1.947E+01  2.163E+01  1.480E+01  2.256E+01  2.682E+01
  8.830E-01  6.015E+01  1.792E+01  2.007E+01  5.983E+01  1.948E+01  2.164E+01  1.476E+01  2.256E+01  2.682E+01
  8.840E-01  6.011E+01  1.792E+01  2.007E+01  5.980E+01  1.949E+01  2.165E+01  1.475E+01  2.256E+01  2.682E+01
  8.850E-01  6.005E+01  1.793E+01  2.008E+01  5.975E+01  1.950E+01  2.166E+01  1.473E+01  2.257E+01  2.683E+01
  8.860E-01  6.002E+01  1.794E+01  2.010E+01  5.973E+01  1.951E+01  2.167E+01  1.473E+01  2.260E+01  2.687E+01
  8.870E-01  5.993E+01  1.795E+01  2.011E+01  5.965E+01  1.952E+01  2.168E+01  1.472E+01  2.263E+01  2.693E+01
  8.880E-01  5.976E+01  1.796E+01  2.012E+01  5.950E+01  1.953E+01  2.169E+01  1.469E+01  2.268E+01  2.699E+01
  8.890E-01  5.969E+01  1.798E+01  2.013E+01  5.945E+01  1.955E+01  2.171E+01  1.471E+01  2.274E+01  2.707E+01
  8.900E-01  5.976E+01  1.800E+01  2.014E+01  5.956E+01  1.957E+01  2.173E+01  1.478E+01  2.281E+01  2.717E+01
  8.910E-01  5.971E+01  1.800E+01  2.014E+01  5.954E+01  1.958E+01  2.173E+01  1.481E+01  2.288E+01  2.728E+01
  8.920E-01  5.942E+01  1.799E+01  2.012E+01  5.927E+01  1.957E+01  2.171E+01  1.479E+01  2.291E+01  2.735E+01
  8.930E-01  5.915E+01  1.797E+01  2.010E+01  5.902E+01  1.956E+01  2.170E+01  1.477E+01  2.294E+01  2.739E+01
  8.940E-01  5.930E+01  1.798E+01  2.010E+01  5.923E+01  1.956E+01  2.170E+01  1.484E+01  2.300E+01  2.746E+01
  8.950E-01  5.981E+01  1.799E+01  2.011E+01  5.981E+01  1.957E+01  2.170E+01  1.502E+01  2.308E+01  2.756E+01
  8.960E-01  6.020E+01  1.799E+01  2.011E+01  6.024E+01  1.957E+01  2.170E+01  1.520E+01  2.318E+01  2.767E+01
  8.970E-01  6.034E+01  1.799E+01  2.010E+01  6.038E+01  1.957E+01  2.169E+01  1.531E+01  2.325E+01  2.776E+01
  8.980E-01  6.043E+01  1.798E+01  2.009E+01  6.047E+01  1.957E+01  2.168E+01  1.539E+01  2.331E+01  2.783E+01
  8.990E-01  6.059E+01  1.798E+01  2.008E+01  6.062E+01  1.956E+01  2.167E+01  1.547E+01  2.336E+01  2.788E+01
  9.000E-01  6.092E+01  1.798E+01  2.008E+01  6.096E+01  1.956E+01  2.167E+01  1.559E+01  2.340E+01  2.792E+01
  9.010E-01  6.135E+01  1.799E+01  2.009E+01  6.138E+01  1.956E+01  2.167E+01  1.574E+01  2.345E+01  2.797E+01
  9.020E-01  6.169E+01  1.799E+01  2.009E+01  6.170E+01  1.956E+01  2.167E+01  1.588E+01  2.350E+01  2.803E+01
  9.030E-01  6.175E+01  1.798E+01  2.008E+01  6.174E+01  1.955E+01  2.166E+01  1.595E+01  2.353E+01  2.807E+01
  9.040E-01  6.174E+01  1.798E+01  2.007E+01  6.169E+01  1.954E+01  2.164E+01  1.599E+01  2.355E+01  2.808E+01
  9.050E-01  6.186E+01  1.798E+01  2.007E+01  6.182E+01  1.954E+01  2.164E+01  1.605E+01  2.357E+01  2.810E+01
  9.060E-01  6.209E+01  1.798E+01  2.007E+01  6.206E+01  1.954E+01  2.164E+01  1.614E+01  2.360E+01  2.812E+01
  9.070E-01  6.233E+01  1.798E+01  2.007E+01  6.229E+01  1.954E+01  2.164E+01  1.623E+01  2.362E+01  2.812E+01
  9.080E-01  6.245E+01  1.797E+01  2.006E+01  6.236E+01  1.953E+01  2.163E+01  1.628E+01  2.361E+01  2.810E+01
  9.090E-01  6.258E+01  1.797E+01  2.007E+01  6.244E+01  1.952E+01  2.163E+01  1.632E+01  2.360E+01  2.808E+01
  9.100E-01  6.271E+01  1.797E+01  2.007E+01  6.254E+01  1.952E+01  2.163E+01  1.636E+01  2.360E+01  2.807E+01
  9.110E-01  6.284E+01  1.798E+01  2.008E+01  6.266E+01  1.953E+01  2.164E+01  1.640E+01  2.360E+01  2.807E+01
  9.120E-01  6.300E+01  1.799E+01  2.009E+01  6.281E+01  1.954E+01  2.165E+01  1.646E+01  2.362E+01  2.808E+01
  9.130E-01  6.297E+01  1.800E+01  2.011E+01  6.277E+01  1.955E+01  2.166E+01  1.647E+01  2.364E+01  2.811E+01
  9.140E-01  6.281E+01  1.801E+01  2.011E+01  6.261E+01  1.956E+01  2.167E+01  1.646E+01  2.365E+01  2.812E+01
  9.150E-01  6.250E+01  1.801E+01  2.011E+01  6.227E+01  1.956E+01  2.167E+01  1.639E+01  2.363E+01  2.810E+01
  9.160E-01  6.223E+01  1.801E+01  2.011E+01  6.198E+01  1.956E+01  2.167E+01  1.632E+01  2.363E+01  2.809E+01
  9.170E-01  6.220E+01  1.803E+01  2.012E+01  6.196E+01  1.958E+01  2.168E+01  1.632E+01  2.365E+01  2.812E+01
  9.180E-01  6.238E+01  1.804E+01  2.014E+01  6.217E+01  1.959E+01  2.170E+01  1.638E+01  2.369E+01  2.817E+01
  9.190E-01  6.260E+01  1.805E+01  2.015E+01  6.241E+01  1.960E+01  2.171E+01  1.646E+01  2.372E+01  2.821E+01
  9.200E-01  6.265E+01  1.806E+01  2.016E+01  6.247E+01  1.961E+01  2.172E+01  1.650E+01  2.375E+01  2.825E+01
  9.210E-01  6.261E+01  1.807E+01  2.016E+01  6.241E+01  1.962E+01  2.172E+01  1.651E+01  2.377E+01  2.827E+01
  9.220E-01  6.232E+01  1.807E+01  2.016E+01  6.212E+01  1.962E+01  2.172E+01  1.644E+01  2.378E+01  2.829E+01
  9.230E-01  6.210E+01  1.807E+01  2.016E+01  6.193E+01  1.963E+01  2.172E+01  1.639E+01  2.379E+01  2.830E+01
  9.240E-01  6.204E+01  1.808E+01  2.016E+01  6.190E+01  1.963E+01  2.173E+01  1.637E+01  2.382E+01  2.833E+01
  9.250E-01  6.203E+01  1.808E+01  2.017E+01  6.193E+01  1.964E+01  2.173E+01  1.638E+01  2.384E+01  2.836E+01
  9.260E-01  6.199E+01  1.808E+01  2.016E+01  6.191E+01  1.964E+01  2.173E+01  1.639E+01  2.385E+01  2.839E+01
  9.270E-01  6.211E+01  1.808E+01  2.016E+01  6.205E+01  1.965E+01  2.173E+01  1.645E+01  2.388E+01  2.844E+01
  9.280E-01  6.235E+01  1.809E+01  2.017E+01  6.234E+01  1.966E+01  2.174E+01  1.657E+01  2.395E+01  2.853E+01
  9.290E-01  6.281E+01  1.811E+01  2.018E+01  6.287E+01  1.967E+01  2.175E+01  1.681E+01  2.406E+01  2.865E+01
  9.300E-01  6.324E+01  1.812E+01  2.018E+01  6.336E+01  1.968E+01  2.175E+01  1.709E+01  2.417E+01  2.878E+01
  9.310E-01  6.335E+01  1.811E+01  2.017E+01  6.347E+01  1.968E+01  2.174E+01  1.725E+01  2.424E+01  2.888E+01
  9.320E-01  6.303E+01  1.809E+01  2.014E+01  6.315E+01  1.966E+01  2.172E+01  1.724E+01  2.427E+01  2.890E+01
  9.330E-01  6.265E+01  1.808E+01  2.013E+01  6.276E+01  1.965E+01  2.170E+01  1.717E+01  2.428E+01  2.890E+01
  9.340E-01  6.294E+01  1.808E+01  2.013E+01  6.305E+01  1.965E+01  2.170E+01  1.728E+01  2.430E+01  2.891E+01
  9.350E-01  6.368E+01  1.809E+01  2.014E+01  6.383E+01  1.966E+01  2.171E+01  1.755E+01  2.438E+01  2.899E+01
  9.360E-01  6.445E+01  1.810E+01  2.015E+01  6.464E+01  1.966E+01  2.171E+01  1.788E+01  2.447E+01  2.909E+01
  9.370E-01  6.479E+01  1.809E+01  2.014E+01  6.496E+01  1.965E+01  2.170E+01  1.811E+01  2.453E+01  2.916E+01
  9.380E-01  6.477E+01  1.809E+01  2.013E+01  6.489E+01  1.964E+01  2.169E+01  1.820E+01  2.455E+01  2.919E+01
  9.390E-01  6.456E+01  1.808E+01  2.012E+01  6.464E+01  1.964E+01  2.169E+01  1.821E+01  2.457E+01  2.921E+01
  9.400E-01  6.428E+01  1.808E+01  2.011E+01  6.435E+01  1.964E+01  2.168E+01  1.819E+01  2.459E+01  2.923E+01
  9.410E-01  6.406E+01  1.807E+01  2.010E+01  6.412E+01  1.963E+01  2.167E+01  1.817E+01  2.460E+01  2.924E+01
  9.420E-01  6.385E+01  1.806E+01  2.009E+01  6.392E+01  1.962E+01  2.166E+01  1.816E+01  2.461E+01  2.925E+01
  9.430E-01  6.415E+01  1.806E+01  2.009E+01  6.426E+01  1.962E+01  2.165E+01  1.831E+01  2.464E+01  2.927E+01
  9.440E-01  6.469E+01  1.807E+01  2.010E+01  6.483E+01  1.962E+01  2.166E+01  1.858E+01  2.469E+01  2.932E+01
  9.450E-01  6.530E+01  1.807E+01  2.011E+01  6.543E+01  1.962E+01  2.166E+01  1.889E+01  2.475E+01  2.937E+01
  9.460E-01  6.580E+01  1.808E+01  2.011E+01  6.590E+01  1.962E+01  2.167E+01  1.914E+01  2.480E+01  2.942E+01
  9.470E-01  6.604E+01  1.808E+01  2.012E+01  6.609E+01  1.962E+01  2.167E+01  1.929E+01  2.482E+01  2.944E+01
  9.480E-01  6.609E+01  1.808E+01  2.012E+01  6.607E+01  1.962E+01  2.167E+01  1.936E+01  2.483E+01  2.943E+01
  9.490E-01  6.612E+01  1.809E+01  2.013E+01  6.605E+01  1.962E+01  2.168E+01  1.941E+01  2.482E+01  2.942E+01
  9.500E-01  6.591E+01  1.809E+01  2.014E+01  6.580E+01  1.962E+01  2.168E+01  1.938E+01  2.481E+01  2.940E+01
  9.510E-01  6.551E+01  1.808E+01  2.013E+01  6.536E+01  1.961E+01  2.168E+01  1.927E+01  2.478E+01  2.936E+01
  9.520E-01  6.516E+01  1.808E+01  2.013E+01  6.499E+01  1.961E+01  2.168E+01  1.918E+01  2.474E+01  2.931E+01
  9.530E-01  6.514E+01  1.809E+01  2.015E+01  6.496E+01  1.962E+01  2.169E+01  1.918E+01  2.472E+01  2.928E+01
  9.540E-01  6.558E+01  1.811E+01  2.018E+01  6.541E+01  1.964E+01  2.172E+01  1.934E+01  2.475E+01  2.930E+01
  9.550E-01  6.589E+01  1.814E+01  2.020E+01  6.574E+01  1.966E+01  2.174E+01  1.952E+01  2.481E+01  2.937E+01
  9.560E-01  6.572E+01  1.814E+01  2.021E+01  6.555E+01  1.967E+01  2.175E+01  1.955E+01  2.484E+01  2.941E+01
  9.570E-01  6.511E+01  1.814E+01  2.020E+01  6.490E+01  1.967E+01  2.174E+01  1.937E+01  2.482E+01  2.941E+01
  9.580E-01  6.423E+01  1.812E+01  2.019E+01  6.401E+01  1.965E+01  2.173E+01  1.909E+01  2.476E+01  2.933E+01
  9.590E-01  6.329E+01  1.810E+01  2.016E+01  6.309E+01  1.964E+01  2.172E+01  1.879E+01  2.467E+01  2.923E+01
  9.600E-01  6.272E+01  1.808E+01  2.015E+01  6.257E+01  1.962E+01  2.170E+01  1.860E+01  2.462E+01  2.915E+01
  9.610E-01  6.272E+01  1.808E+01  2.015E+01  6.263E+01  1.962E+01  2.170E+01  1.862E+01  2.463E+01  2.916E+01
  9.620E-01  6.304E+01  1.808E+01  2.015E+01  6.305E+01  1.962E+01  2.171E+01  1.883E+01  2.470E+01  2.923E+01
  9.630E-01  6.362E+01  1.809E+01  2.016E+01  6.371E+01  1.962E+01  2.171E+01  1.922E+01  2.479E+01  2.933E+01
  9.640E-01  6.395E+01  1.808E+01  2.015E+01  6.405E+01  1.962E+01  2.170E+01  1.953E+01  2.485E+01  2.940E+01
  9.650E-01  6.395E+01  1.807E+01  2.014E+01  6.402E+01  1.960E+01  2.169E+01  1.969E+01  2.488E+01  2.944E+01
  9.660E-01  6.376E+01  1.806E+01  2.013E+01  6.378E+01  1.959E+01  2.168E+01  1.971E+01  2.489E+01  2.945E+01
  9.670E-01  6.341E+01  1.805E+01  2.012E+01  6.341E+01  1.958E+01  2.167E+01  1.965E+01  2.488E+01  2.943E+01
  9.680E-01  6.332E+01  1.805E+01  2.013E+01  6.331E+01  1.958E+01  2.167E+01  1.965E+01  2.487E+01  2.941E+01
  9.690E-01  6.343E+01  1.806E+01  2.014E+01  6.344E+01  1.959E+01  2.168E+01  1.976E+01  2.490E+01  2.943E+01
  9.700E-01  6.344E+01  1.806E+01  2.014E+01  6.343E+01  1.958E+01  2.168E+01  1.987E+01  2.491E+01  2.945E+01
  9.710E-01  6.334E+01  1.806E+01  2.015E+01  6.330E+01  1.957E+01  2.167E+01  1.992E+01  2.490E+01  2.945E+01
  9.720E-01  6.331E+01  1.807E+01  2.016E+01  6.324E+01  1.958E+01  2.168E+01  1.995E+01  2.491E+01  2.946E+01
  9.730E-01  6.343E+01  1.809E+01  2.018E+01  6.336E+01  1.960E+01  2.170E+01  2.004E+01  2.494E+01  2.950E+01
  9.740E-01  6.359E+01  1.811E+01  2.020E+01  6.354E+01  1.962E+01  2.172E+01  2.017E+01  2.500E+01  2.958E+01
  9.750E-01  6.353E+01  1.811E+01  2.019E+01  6.349E+01  1.962E+01  2.172E+01  2.022E+01  2.503E+01  2.963E+01
  9.760E-01  6.321E+01  1.810E+01  2.018E+01  6.316E+01  1.961E+01  2.171E+01  2.013E+01  2.501E+01  2.961E+01
  9.770E-01  6.290E+01  1.810E+01  2.018E+01  6.283E+01  1.961E+01  2.171E+01  1.999E+01  2.497E+01  2.955E+01
  9.780E-01  6.309E+01  1.811E+01  2.019E+01  6.303E+01  1.962E+01  2.172E+01  2.003E+01  2.498E+01  2.954E+01
  9.790E-01  6.390E+01  1.814E+01  2.023E+01  6.389E+01  1.965E+01  2.175E+01  2.033E+01  2.507E+01  2.963E+01
  9.800E-01  6.476E+01  1.818E+01  2.027E+01  6.480E+01  1.968E+01  2.178E+01  2.077E+01  2.521E+01  2.980E+01
  9.810E-01  6.552E+01  1.822E+01  2.030E+01  6.559E+01  1.971E+01  2.181E+01  2.127E+01  2.535E+01  2.997E+01
  9.820E-01  6.566E+01  1.823E+01  2.031E+01  6.569E+01  1.972E+01  2.182E+01  2.154E+01  2.542E+01  3.006E+01
  9.830E-01  6.519E+01  1.822E+01  2.031E+01  6.515E+01  1.971E+01  2.182E+01  2.146E+01  2.540E+01  3.005E+01
  9.840E-01  6.444E+01  1.822E+01  2.031E+01  6.434E+01  1.972E+01  2.182E+01  2.115E+01  2.534E+01  2.998E+01
  9.850E-01  6.399E+01  1.823E+01  2.031E+01  6.388E+01  1.973E+01  2.183E+01  2.093E+01  2.532E+01  2.995E+01
  9.860E-01  6.401E+01  1.824E+01  2.033E+01  6.397E+01  1.974E+01  2.185E+01  2.106E+01  2.536E+01  2.999E+01
  9.870E-01  6.418E+01  1.826E+01  2.034E+01  6.423E+01  1.976E+01  2.186E+01  2.136E+01  2.543E+01  3.006E+01
  9.880E-01  6.431E+01  1.827E+01  2.036E+01  6.442E+01  1.977E+01  2.188E+01  2.165E+01  2.551E+01  3.015E+01
  9.890E-01  6.409E+01  1.828E+01  2.036E+01  6.425E+01  1.978E+01  2.188E+01  2.179E+01  2.558E+01  3.023E+01
  9.900E-01  6.369E+01  1.827E+01  2.035E+01  6.387E+01  1.978E+01  2.188E+01  2.184E+01  2.562E+01  3.029E+01
  9.910E-01  6.324E+01  1.827E+01  2.034E+01  6.344E+01  1.978E+01  2.187E+01  2.184E+01  2.566E+01  3.033E+01
  9.920E-01  6.293E+01  1.827E+01  2.034E+01  6.316E+01  1.978E+01  2.187E+01  2.187E+01  2.571E+01  3.036E+01
  9.930E-01  6.272E+01  1.827E+01  2.033E+01  6.300E+01  1.978E+01  2.187E+01  2.195E+01  2.575E+01  3.040E+01
  9.940E-01  6.256E+01  1.826E+01  2.032E+01  6.288E+01  1.977E+01  2.186E+01  2.208E+01  2.579E+01  3.044E+01
  9.950E-01  6.239E+01  1.825E+01  2.031E+01  6.273E+01  1.976E+01  2.184E+01  2.220E+01  2.582E+01  3.046E+01
  9.960E-01  6.222E+01  1.824E+01  2.031E+01  6.256E+01  1.975E+01  2.184E+01  2.232E+01  2.585E+01  3.047E+01
  9.970E-01  6.218E+01  1.824E+01  2.031E+01  6.251E+01  1.975E+01  2.184E+01  2.250E+01  2.590E+01  3.051E+01
  9.980E-01  6.220E+01  1.824E+01  2.031E+01  6.254E+01  1.975E+01  2.184E+01  2.272E+01  2.596E+01  3.058E+01
